Product ID,Section,Specification,Details
16485,Display,3.5mm jack,
16485,Display,WLAN,
16485,Display,Bluetooth,
16485,Display,GPS,
16485,Display,NFC,
16485,Display,Radio,
16485,Display,USB,
16485,Display,Sensors,
16485,Display,Others,
16485,Display,Type,
16485,Display,Charging,
16485,Platform,Technology,
16485,Platform,2G bands,
16485,Platform,3G bands,.
16485,Platform,4G bands,
16485,Platform,Speed,
16485,Platform,Dimensions,
16485,Platform,Weight,0.00
16485,Platform,Build,
16485,Platform,Sim,
16485,Platform,Type,
16485,Platform,Size,
16485,Platform,Resolution,
16485,Platform,Protection,
16485,Platform,Os,
16485,Platform,Chipset,
16485,Platform,CPU,
16485,Platform,GPU,
16485,Platform,Card Slot,
16485,Platform,Internnal,
16485,Platform,Features,
16485,Platform,Video,
16485,Platform,Features,
16485,Platform,Video,
16485,Platform,Features,
16485,Platform,Loudspeaker,
16485,Platform,3.5mm jack,
16485,Platform,WLAN,
16485,Platform,Bluetooth,
16485,Platform,GPS,
16485,Platform,NFC,
16485,Platform,Radio,
16485,Platform,USB,
16485,Platform,Sensors,
16485,Platform,Others,
16485,Platform,Type,
16485,Platform,Charging,
16485,Memory,Technology,
16485,Memory,2G bands,
16485,Memory,3G bands,.
16485,Memory,4G bands,
16485,Memory,Speed,
16485,Memory,Dimensions,
16485,Memory,Weight,0.00
16485,Memory,Build,
16485,Memory,Sim,
16485,Memory,Type,
16485,Memory,Size,
16485,Memory,Resolution,
16485,Memory,Protection,
16485,Memory,Os,
16485,Memory,Chipset,
16485,Memory,CPU,
16485,Memory,GPU,
16485,Memory,Card Slot,
16485,Memory,Internnal,
16485,Memory,Features,
16485,Memory,Video,
16485,Memory,Features,
16485,Memory,Video,
16485,Memory,Features,
16485,Memory,Loudspeaker,
16485,Memory,3.5mm jack,
16485,Memory,WLAN,
16485,Memory,Bluetooth,
16485,Memory,GPS,
16485,Memory,NFC,
16485,Memory,Radio,
16485,Memory,USB,
16485,Memory,Sensors,
16485,Memory,Others,
16485,Memory,Type,
16485,Memory,Charging,
16485,Main Camera,Technology,
16485,Main Camera,2G bands,
16485,Main Camera,3G bands,.
16485,Main Camera,4G bands,
16485,Main Camera,Speed,
16485,Main Camera,Dimensions,
16485,Main Camera,Weight,0.00
16485,Main Camera,Build,
16485,Main Camera,Sim,
16485,Main Camera,Type,
16485,Main Camera,Size,
16485,Main Camera,Resolution,
16485,Main Camera,Protection,
16485,Main Camera,Os,
16485,Main Camera,Chipset,
16485,Main Camera,CPU,
16485,Main Camera,GPU,
16485,Main Camera,Card Slot,
16485,Main Camera,Internnal,
16485,Main Camera,Features,
16485,Main Camera,Video,
16485,Main Camera,Features,
16485,Main Camera,Video,
16485,Main Camera,Features,
16485,Main Camera,Loudspeaker,
16485,Main Camera,3.5mm jack,
16485,Main Camera,WLAN,
16485,Main Camera,Bluetooth,
16485,Main Camera,GPS,
16485,Main Camera,NFC,
16485,Main Camera,Radio,
16485,Main Camera,USB,
16485,Main Camera,Sensors,
16485,Main Camera,Others,
16485,Main Camera,Type,
16485,Main Camera,Charging,
16485,Selfie Camera,Technology,
16485,Selfie Camera,2G bands,
16485,Selfie Camera,3G bands,.
16485,Selfie Camera,4G bands,
16485,Selfie Camera,Speed,
16485,Selfie Camera,Dimensions,
16485,Selfie Camera,Weight,0.00
16485,Selfie Camera,Build,
16485,Selfie Camera,Sim,
16485,Selfie Camera,Type,
16485,Selfie Camera,Size,
16485,Selfie Camera,Resolution,
16485,Selfie Camera,Protection,
16485,Selfie Camera,Os,
16485,Selfie Camera,Chipset,
16485,Selfie Camera,CPU,
16485,Selfie Camera,GPU,
16485,Selfie Camera,Card Slot,
16485,Selfie Camera,Internnal,
16485,Selfie Camera,Features,
16485,Selfie Camera,Video,
16485,Selfie Camera,Features,
16485,Selfie Camera,Video,
16485,Selfie Camera,Features,
16485,Selfie Camera,Loudspeaker,
16485,Selfie Camera,3.5mm jack,
16485,Selfie Camera,WLAN,
16485,Selfie Camera,Bluetooth,
16485,Selfie Camera,GPS,
16485,Selfie Camera,NFC,
16485,Selfie Camera,Radio,
16485,Selfie Camera,USB,
16485,Selfie Camera,Sensors,
16485,Selfie Camera,Others,
16485,Selfie Camera,Type,
16485,Selfie Camera,Charging,
16485,Sound,Technology,
16485,Sound,2G bands,
16485,Sound,3G bands,.
16485,Sound,4G bands,
16485,Sound,Speed,
16485,Sound,Dimensions,
16485,Sound,Weight,0.00
16485,Sound,Build,
16485,Sound,Sim,
16485,Sound,Type,
16485,Sound,Size,
16485,Sound,Resolution,
16485,Sound,Protection,
16485,Sound,Os,
16485,Sound,Chipset,
16485,Sound,CPU,
16485,Sound,GPU,
16485,Sound,Card Slot,
16485,Sound,Internnal,
16485,Sound,Features,
16485,Sound,Video,
16485,Sound,Features,
16485,Sound,Video,
16485,Sound,Features,
16485,Sound,Loudspeaker,
16485,Sound,3.5mm jack,
16485,Sound,WLAN,
16485,Sound,Bluetooth,
16485,Sound,GPS,
16485,Sound,NFC,
16485,Sound,Radio,
16485,Sound,USB,
16485,Sound,Sensors,
16485,Sound,Others,
16485,Sound,Type,
16485,Sound,Charging,
16485,COMMS,Technology,
16485,COMMS,2G bands,
16485,COMMS,3G bands,.
16485,COMMS,4G bands,
16485,COMMS,Speed,
16485,COMMS,Dimensions,
16485,COMMS,Weight,0.00
16485,COMMS,Build,
16485,COMMS,Sim,
16485,COMMS,Type,
16485,COMMS,Size,
16485,COMMS,Resolution,
16485,COMMS,Protection,
16485,COMMS,Os,
16485,COMMS,Chipset,
16485,COMMS,CPU,
16485,COMMS,GPU,
16485,COMMS,Card Slot,
16485,COMMS,Internnal,
16485,COMMS,Features,
16485,COMMS,Video,
16485,COMMS,Features,
16485,COMMS,Video,
16485,COMMS,Features,
16485,COMMS,Loudspeaker,
16485,COMMS,3.5mm jack,
16485,COMMS,WLAN,
16485,COMMS,Bluetooth,
16485,COMMS,GPS,
16485,COMMS,NFC,
16485,COMMS,Radio,
16485,COMMS,USB,
16485,COMMS,Sensors,
16485,COMMS,Others,
16485,COMMS,Type,
16485,COMMS,Charging,
16485,FEATURES,Technology,
16485,FEATURES,2G bands,
16485,FEATURES,3G bands,.
16485,FEATURES,4G bands,
16485,FEATURES,Speed,
16485,FEATURES,Dimensions,
16485,FEATURES,Weight,0.00
16485,FEATURES,Build,
16485,FEATURES,Sim,
16485,FEATURES,Type,
16485,FEATURES,Size,
16485,FEATURES,Resolution,
16485,FEATURES,Protection,
16485,FEATURES,Os,
16485,FEATURES,Chipset,
16485,FEATURES,CPU,
16485,FEATURES,GPU,
16485,FEATURES,Card Slot,
16485,FEATURES,Internnal,
16485,FEATURES,Features,
16485,FEATURES,Video,
16485,FEATURES,Features,
16485,FEATURES,Video,
16485,FEATURES,Features,
16485,FEATURES,Loudspeaker,
16485,FEATURES,3.5mm jack,
16485,FEATURES,WLAN,
16485,FEATURES,Bluetooth,
16485,FEATURES,GPS,
16485,FEATURES,NFC,
16485,FEATURES,Radio,
16485,FEATURES,USB,
16485,FEATURES,Sensors,
16485,FEATURES,Others,
16485,FEATURES,Type,
16485,FEATURES,Charging,
16485,BATTERY,Technology,
16485,BATTERY,2G bands,
16485,BATTERY,3G bands,.
16485,BATTERY,4G bands,
16485,BATTERY,Speed,
16485,BATTERY,Dimensions,
16485,BATTERY,Weight,0.00
16485,BATTERY,Build,
16485,BATTERY,Sim,
16485,BATTERY,Type,
16485,BATTERY,Size,
16485,BATTERY,Resolution,
16485,BATTERY,Protection,
16485,BATTERY,Os,
16485,BATTERY,Chipset,
16485,BATTERY,CPU,
16485,BATTERY,GPU,
16485,BATTERY,Card Slot,
16485,BATTERY,Internnal,
16485,BATTERY,Features,
16485,BATTERY,Video,
16485,BATTERY,Features,
16485,BATTERY,Video,
16485,BATTERY,Features,
16485,BATTERY,Loudspeaker,
16485,BATTERY,3.5mm jack,
16485,BATTERY,WLAN,
16485,BATTERY,Bluetooth,
16485,BATTERY,GPS,
16485,BATTERY,NFC,
16485,BATTERY,Radio,
16485,BATTERY,USB,
16485,BATTERY,Sensors,
16485,BATTERY,Others,
16485,BATTERY,Type,
16485,BATTERY,Charging,
16218,Network,Technology,"5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International"
16218,Network,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)
16218,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100.
16218,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International"
16218,Network,Speed,"HSPA, LTE-A (up to 7CA), 5G"
16218,Network,Dimensions,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in)
16218,Network,Weight,2322338.18
16218,Network,Build,"Glass front (Corning Gorilla Armor), glass back (Corning Gorilla Armor), titanium frame (grade 2)"
16218,Network,Sim,"Nano-SIM and eSIM/ Dual eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)  	IP68 dust/water resistant (up to 1.5m for 30 min) Stylus (Bluetooth integration, accelerometer, gyro)"
16218,Network,Type,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)"
16218,Network,Size,"6.8 inches, 113.5 cm2 (~88.5% screen-to-body ratio)"
16218,Network,Resolution,"1440 x 3120 pixels, 19.5:9 ratio (~505 ppi density)"
16218,Network,Protection,Corning Gorilla Armor  	Always-on display
16218,Network,Os,"Android 14, One UI 6.1"
16218,Network,Chipset,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm)
16218,Network,CPU,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520)
16218,Network,GPU,Adreno 750 (1 GHz)
16218,Network,Card Slot,No
16218,Network,Internnal,256GB 12GB RAM
16218,Network,Features,"Quad	200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, Laser AF, OIS 50 MP, f/3.4, 111mm (periscope telephoto), PDAF, OIS, 5x optical zoom 10 MP, f/2.4, 67mm (telephoto), 1/3.52"", 1.12µm, Dual Pixel PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, Dual Pixel PDAF, Super Steady video"
16218,Network,Video,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS"
16218,Network,Features,"CAMERA	Single	12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF Features	Dual video call, Auto-HDR, HDR10+"
16218,Network,Video,"4K@30/60fps, 1080p@30fps"
16218,Network,Features,
16218,Network,Loudspeaker,"Yes, with stereo speakers"
16218,Network,3.5mm jack,No
16218,Network,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct"
16218,Network,Bluetooth,"5.3, A2DP, LE"
16218,Network,GPS,"GPS, GLONASS, BDS, GALILEO, QZSS"
16218,Network,NFC,Yes
16218,Network,Radio,No
16218,Network,USB,"USB Type-C 3.2, DisplayPort 1.2, OTG"
16218,Network,Sensors,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support"
16218,Network,Others,
16218,Network,Type,"Li-Ion 5000 mAh, non-removable"
16218,Network,Charging,"Type	Li-Ion 5000 mAh, non-removable Charging	45W wired, PD3.0, 65% in 30 min (advertised) 15W wireless (Qi/PMA) 4.5W reverse wireless"
16218,Body,Technology,"5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International"
16218,Body,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)
16218,Body,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100.
16218,Body,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International"
16218,Body,Speed,"HSPA, LTE-A (up to 7CA), 5G"
16218,Body,Dimensions,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in)
16218,Body,Weight,2322338.18
16218,Body,Build,"Glass front (Corning Gorilla Armor), glass back (Corning Gorilla Armor), titanium frame (grade 2)"
16218,Body,Sim,"Nano-SIM and eSIM/ Dual eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)  	IP68 dust/water resistant (up to 1.5m for 30 min) Stylus (Bluetooth integration, accelerometer, gyro)"
16218,Body,Type,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)"
16218,Body,Size,"6.8 inches, 113.5 cm2 (~88.5% screen-to-body ratio)"
16218,Body,Resolution,"1440 x 3120 pixels, 19.5:9 ratio (~505 ppi density)"
16218,Body,Protection,Corning Gorilla Armor  	Always-on display
16218,Body,Os,"Android 14, One UI 6.1"
16218,Body,Chipset,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm)
16218,Body,CPU,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520)
16218,Body,GPU,Adreno 750 (1 GHz)
16218,Body,Card Slot,No
16218,Body,Internnal,256GB 12GB RAM
16218,Body,Features,"Quad	200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, Laser AF, OIS 50 MP, f/3.4, 111mm (periscope telephoto), PDAF, OIS, 5x optical zoom 10 MP, f/2.4, 67mm (telephoto), 1/3.52"", 1.12µm, Dual Pixel PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, Dual Pixel PDAF, Super Steady video"
16218,Body,Video,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS"
16218,Body,Features,"CAMERA	Single	12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF Features	Dual video call, Auto-HDR, HDR10+"
16218,Body,Video,"4K@30/60fps, 1080p@30fps"
16218,Body,Features,
16218,Body,Loudspeaker,"Yes, with stereo speakers"
16218,Body,3.5mm jack,No
16218,Body,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct"
16218,Body,Bluetooth,"5.3, A2DP, LE"
16218,Body,GPS,"GPS, GLONASS, BDS, GALILEO, QZSS"
16218,Body,NFC,Yes
16218,Body,Radio,No
16218,Body,USB,"USB Type-C 3.2, DisplayPort 1.2, OTG"
16218,Body,Sensors,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support"
16218,Body,Others,
16218,Body,Type,"Li-Ion 5000 mAh, non-removable"
16218,Body,Charging,"Type	Li-Ion 5000 mAh, non-removable Charging	45W wired, PD3.0, 65% in 30 min (advertised) 15W wireless (Qi/PMA) 4.5W reverse wireless"
16218,Display,Technology,"5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International"
16218,Display,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)
16218,Display,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100.
16218,Display,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International"
16218,Display,Speed,"HSPA, LTE-A (up to 7CA), 5G"
16218,Display,Dimensions,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in)
16218,Display,Weight,2322338.18
16218,Display,Build,"Glass front (Corning Gorilla Armor), glass back (Corning Gorilla Armor), titanium frame (grade 2)"
16218,Display,Sim,"Nano-SIM and eSIM/ Dual eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)  	IP68 dust/water resistant (up to 1.5m for 30 min) Stylus (Bluetooth integration, accelerometer, gyro)"
16218,Display,Type,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)"
16218,Display,Size,"6.8 inches, 113.5 cm2 (~88.5% screen-to-body ratio)"
16218,Display,Resolution,"1440 x 3120 pixels, 19.5:9 ratio (~505 ppi density)"
16218,Display,Protection,Corning Gorilla Armor  	Always-on display
16218,Display,Os,"Android 14, One UI 6.1"
16218,Display,Chipset,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm)
16218,Display,CPU,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520)
16218,Display,GPU,Adreno 750 (1 GHz)
16218,Display,Card Slot,No
16218,Display,Internnal,256GB 12GB RAM
16218,Display,Features,"Quad	200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, Laser AF, OIS 50 MP, f/3.4, 111mm (periscope telephoto), PDAF, OIS, 5x optical zoom 10 MP, f/2.4, 67mm (telephoto), 1/3.52"", 1.12µm, Dual Pixel PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, Dual Pixel PDAF, Super Steady video"
16218,Display,Video,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS"
16218,Display,Features,"CAMERA	Single	12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF Features	Dual video call, Auto-HDR, HDR10+"
16218,Display,Video,"4K@30/60fps, 1080p@30fps"
16218,Display,Features,
16218,Display,Loudspeaker,"Yes, with stereo speakers"
16218,Display,3.5mm jack,No
16218,Display,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct"
16218,Display,Bluetooth,"5.3, A2DP, LE"
16218,Display,GPS,"GPS, GLONASS, BDS, GALILEO, QZSS"
16218,Display,NFC,Yes
16218,Display,Radio,No
16218,Display,USB,"USB Type-C 3.2, DisplayPort 1.2, OTG"
16218,Display,Sensors,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support"
16218,Display,Others,
16218,Display,Type,"Li-Ion 5000 mAh, non-removable"
16218,Display,Charging,"Type	Li-Ion 5000 mAh, non-removable Charging	45W wired, PD3.0, 65% in 30 min (advertised) 15W wireless (Qi/PMA) 4.5W reverse wireless"
16218,Platform,Technology,"5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International"
16218,Platform,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)
16218,Platform,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100.
16218,Platform,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International"
16218,Platform,Speed,"HSPA, LTE-A (up to 7CA), 5G"
16218,Platform,Dimensions,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in)
16218,Platform,Weight,2322338.18
16218,Platform,Build,"Glass front (Corning Gorilla Armor), glass back (Corning Gorilla Armor), titanium frame (grade 2)"
16218,Platform,Sim,"Nano-SIM and eSIM/ Dual eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)  	IP68 dust/water resistant (up to 1.5m for 30 min) Stylus (Bluetooth integration, accelerometer, gyro)"
16218,Platform,Type,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)"
16218,Platform,Size,"6.8 inches, 113.5 cm2 (~88.5% screen-to-body ratio)"
16218,Platform,Resolution,"1440 x 3120 pixels, 19.5:9 ratio (~505 ppi density)"
16218,Platform,Protection,Corning Gorilla Armor  	Always-on display
16218,Platform,Os,"Android 14, One UI 6.1"
16218,Platform,Chipset,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm)
16218,Platform,CPU,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520)
16218,Platform,GPU,Adreno 750 (1 GHz)
16218,Platform,Card Slot,No
16218,Platform,Internnal,256GB 12GB RAM
16218,Platform,Features,"Quad	200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, Laser AF, OIS 50 MP, f/3.4, 111mm (periscope telephoto), PDAF, OIS, 5x optical zoom 10 MP, f/2.4, 67mm (telephoto), 1/3.52"", 1.12µm, Dual Pixel PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, Dual Pixel PDAF, Super Steady video"
16218,Platform,Video,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS"
16218,Platform,Features,"CAMERA	Single	12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF Features	Dual video call, Auto-HDR, HDR10+"
16218,Platform,Video,"4K@30/60fps, 1080p@30fps"
16218,Platform,Features,
16218,Platform,Loudspeaker,"Yes, with stereo speakers"
16218,Platform,3.5mm jack,No
16218,Platform,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct"
16218,Platform,Bluetooth,"5.3, A2DP, LE"
16218,Platform,GPS,"GPS, GLONASS, BDS, GALILEO, QZSS"
16218,Platform,NFC,Yes
16218,Platform,Radio,No
16218,Platform,USB,"USB Type-C 3.2, DisplayPort 1.2, OTG"
16218,Platform,Sensors,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support"
16218,Platform,Others,
16218,Platform,Type,"Li-Ion 5000 mAh, non-removable"
16218,Platform,Charging,"Type	Li-Ion 5000 mAh, non-removable Charging	45W wired, PD3.0, 65% in 30 min (advertised) 15W wireless (Qi/PMA) 4.5W reverse wireless"
16218,Memory,Technology,"5G bands	1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6 - International"
16218,Memory,2G bands,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)
16218,Memory,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100.
16218,Memory,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International"
16218,Memory,Speed,"HSPA, LTE-A (up to 7CA), 5G"
16218,Memory,Dimensions,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in)
16218,Memory,Weight,2322338.18
16218,Memory,Build,"Glass front (Corning Gorilla Armor), glass back (Corning Gorilla Armor), titanium frame (grade 2)"
16218,Memory,Sim,"Nano-SIM and eSIM/ Dual eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)  	IP68 dust/water resistant (up to 1.5m for 30 min) Stylus (Bluetooth integration, accelerometer, gyro)"
16218,Memory,Type,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)"
16218,Memory,Size,"6.8 inches, 113.5 cm2 (~88.5% screen-to-body ratio)"
16218,Memory,Resolution,"1440 x 3120 pixels, 19.5:9 ratio (~505 ppi density)"
16218,Memory,Protection,Corning Gorilla Armor  	Always-on display
16218,Memory,Os,"Android 14, One UI 6.1"
16218,Memory,Chipset,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm)
16218,Memory,CPU,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520)
16218,Memory,GPU,Adreno 750 (1 GHz)
16218,Memory,Card Slot,No
16218,Memory,Internnal,256GB 12GB RAM
16218,Memory,Features,"Quad	200 MP, f/1.7, 24mm (wide), 1/1.3"", 0.6µm, multi-directional PDAF, Laser AF, OIS 50 MP, f/3.4, 111mm (periscope telephoto), PDAF, OIS, 5x optical zoom 10 MP, f/2.4, 67mm (telephoto), 1/3.52"", 1.12µm, Dual Pixel PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"", 1.4µm, Dual Pixel PDAF, Super Steady video"
16218,Memory,Video,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS"
16218,Memory,Features,"CAMERA	Single	12 MP, f/2.2, 26mm (wide), Dual Pixel PDAF Features	Dual video call, Auto-HDR, HDR10+"
16218,Memory,Video,"4K@30/60fps, 1080p@30fps"
16218,Memory,Features,
16218,Memory,Loudspeaker,"Yes, with stereo speakers"
16218,Memory,3.5mm jack,No
16218,Memory,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct"
16218,Memory,Bluetooth,"5.3, A2DP, LE"
16218,Memory,GPS,"GPS, GLONASS, BDS, GALILEO, QZSS"
16218,Memory,NFC,Yes
16218,Memory,Radio,No
16218,Memory,USB,"USB Type-C 3.2, DisplayPort 1.2, OTG"
